Age,Gender,Salary,JobRole,JobSatisfaction,WorkLifeBalance,YearsAtCompany,Overtime,DistanceFromHome,EducationLevel,PerformanceRating,MaritalStatus,Attrition
59,Male,88294,HR,2,2,26,No,15,4,4,Married,Yes
31,Female,73356,Engineer,1,4,18,No,29,3,1,Divorced,Yes
56,Male,26789,Sales,4,2,18,Yes,36,2,2,Single,No
53,Female,44420,HR,3,3,14,No,10,2,1,Divorced,No
28,Female,114297,HR,1,1,21,Yes,28,5,1,Single,Yes
42,Male,62606,Technician,4,1,16,Yes,9,3,2,Single,No
41,Female,63640,Sales,5,1,6,No,21,1,1,Married,Yes
47,Female,69135,Technician,2,1,2,No,10,5,3,Divorced,Yes
25,Female,62067,Engineer,4,4,4,No,4,2,1,Single,No
43,Female,83420,Engineer,5,2,15,No,4,3,3,Single,No
36,Female,42357,Sales,1,2,22,Yes,6,4,2,Divorced,Yes
42,Male,64851,Engineer,1,3,6,No,26,1,4,Married,No
36,Female,63262,Sales,5,2,15,No,16,2,2,Divorced,No
43,Male,101853,Engineer,5,4,8,Yes,8,3,2,Single,No
49,Male,83643,Manager,2,4,0,Yes,28,4,1,Divorced,Yes
35,Male,46534,HR,1,4,2,Yes,16,2,2,Married,Yes
48,Male,116270,Manager,5,1,24,No,38,4,2,Married,No
49,Male,57872,Sales,3,3,7,Yes,1,2,3,Married,No
47,Male,32689,Sales,3,4,17,No,19,5,4,Married,No
23,Female,94103,Manager,5,2,23,No,17,5,1,Married,Yes
46,Female,111268,HR,2,2,23,No,28,5,4,Married,Yes
24,Female,111310,HR,1,2,17,No,12,3,4,Married,Yes
29,Male,113731,Technician,3,4,23,Yes,6,5,4,Single,No
54,Female,62412,Engineer,5,4,18,Yes,7,3,1,Divorced,Yes
56,Female,72734,Technician,5,2,6,Yes,8,1,2,Married,No
27,Female,112793,HR,4,4,28,Yes,3,5,4,Divorced,No
44,Male,94930,Manager,5,2,24,Yes,21,3,1,Divorced,Yes
46,Female,47228,Engineer,2,1,19,No,8,2,2,Single,Yes
40,Male,102924,Manager,3,4,26,No,28,3,4,Divorced,No
26,Female,36319,Technician,4,1,5,No,30,3,3,Divorced,No
32,Male,31475,Sales,3,1,24,No,32,2,1,Married,No
33,Male,108694,Manager,3,4,26,Yes,11,3,4,Married,No
31,Male,39728,Technician,2,2,10,No,20,2,1,Divorced,Yes
29,Female,54545,Technician,5,3,4,No,16,4,3,Married,No
45,Female,106686,Technician,2,1,11,No,25,5,1,Single,Yes
49,Male,86756,Sales,5,4,0,No,9,1,2,Divorced,No
57,Female,93775,Sales,4,1,18,No,39,3,4,Divorced,No
58,Male,63699,Sales,2,2,10,No,3,2,1,Single,Yes
42,Male,61821,Engineer,2,4,14,Yes,16,5,1,Single,Yes
29,Female,55615,Sales,1,3,24,Yes,12,3,4,Single,Yes
30,Female,38746,Sales,2,4,15,No,15,5,3,Single,No
36,Female,111457,Sales,1,1,2,No,4,4,3,Divorced,Yes
39,Male,47745,Manager,5,4,10,No,23,3,4,Married,No
41,Male,26245,Sales,5,4,10,No,27,2,4,Married,No
27,Female,49853,Engineer,5,1,9,No,39,4,2,Married,No
33,Male,52632,Technician,1,3,1,Yes,37,3,1,Married,Yes
23,Female,37856,Manager,5,2,19,Yes,13,5,1,Single,Yes
28,Male,81893,HR,3,4,4,No,37,4,3,Married,No
37,Female,95641,Sales,2,3,22,Yes,21,2,2,Married,Yes
24,Female,93049,Technician,1,2,22,No,29,3,1,Divorced,Yes
24,Male,83182,Technician,5,1,24,No,29,5,2,Divorced,No
48,Female,27801,Manager,3,3,28,Yes,11,5,4,Married,No
59,Female,104431,HR,2,3,7,Yes,28,4,1,Single,Yes
54,Male,64749,Engineer,2,4,12,Yes,10,3,4,Married,Yes
49,Female,98757,Technician,5,1,14,Yes,5,5,3,Single,Yes
22,Male,80654,Technician,3,4,1,No,25,4,3,Divorced,No
29,Female,96574,Technician,1,1,11,Yes,33,1,4,Single,Yes
58,Male,80381,Technician,5,2,23,Yes,17,5,3,Married,Yes
53,Female,83601,Manager,2,4,7,Yes,33,4,4,Divorced,Yes
58,Female,40082,HR,2,1,20,No,25,1,4,Married,Yes
25,Female,39648,Technician,2,1,28,No,33,4,4,Married,Yes
51,Female,25364,Engineer,5,3,18,No,9,5,3,Single,No
27,Male,59568,Engineer,4,4,24,Yes,27,1,3,Married,No
40,Male,104646,Sales,4,4,27,Yes,25,4,3,Married,No
53,Male,96494,Technician,4,2,22,Yes,4,3,4,Divorced,No
30,Male,99632,Technician,3,1,0,No,9,1,2,Single,Yes
33,Male,32436,Technician,5,3,7,Yes,15,4,3,Single,No
32,Male,111713,Technician,2,1,9,Yes,16,3,2,Divorced,Yes
37,Male,51754,Technician,3,1,12,No,16,1,3,Divorced,No
22,Female,85194,Engineer,4,1,4,Yes,13,4,1,Single,Yes
42,Female,49544,HR,1,4,21,Yes,14,5,1,Divorced,Yes
51,Female,85180,HR,3,1,8,Yes,22,1,1,Single,Yes
34,Female,88295,Sales,3,2,9,Yes,21,1,2,Divorced,Yes
55,Male,37638,Engineer,5,3,13,No,9,3,3,Single,No
25,Male,90715,Technician,3,3,23,No,4,4,4,Single,No
49,Male,94409,HR,5,1,29,No,10,5,2,Divorced,No
59,Female,108106,Manager,1,3,10,Yes,35,3,3,Married,Yes
52,Male,42157,Manager,2,1,13,Yes,9,1,1,Married,Yes
48,Female,70565,Manager,2,4,29,No,16,3,2,Divorced,No
26,Male,94996,Technician,4,3,2,Yes,18,3,3,Single,No
46,Male,90888,Technician,4,4,28,No,10,3,4,Divorced,No
24,Male,81095,Sales,1,4,20,No,21,1,2,Married,No
54,Male,89947,Sales,2,2,15,Yes,15,2,4,Single,Yes
25,Female,112122,Sales,4,2,19,No,15,3,2,Single,No
46,Female,95880,Manager,3,3,29,No,11,2,1,Single,No
41,Male,29507,Technician,5,1,16,No,37,5,1,Married,No
55,Female,68988,Manager,4,1,4,No,20,5,1,Married,Yes
47,Male,41865,Sales,1,1,25,No,34,5,4,Single,Yes
26,Male,52213,Technician,2,1,6,No,22,4,1,Single,Yes
56,Male,80954,Engineer,1,2,16,Yes,18,1,4,Married,Yes
49,Male,82450,HR,5,1,19,No,16,2,4,Married,No
50,Female,29477,HR,5,1,21,No,5,4,4,Single,No
30,Male,87222,Sales,1,4,10,Yes,1,2,1,Divorced,Yes
59,Male,31533,Manager,4,1,11,Yes,19,1,3,Divorced,Yes
27,Female,74395,Engineer,4,1,24,No,10,3,4,Divorced,No
40,Male,48396,Technician,2,2,26,Yes,21,4,3,Married,Yes
32,Female,37755,Manager,2,3,23,Yes,13,1,4,Divorced,Yes
23,Male,25865,Sales,3,4,1,No,24,4,1,Divorced,No
30,Male,36173,Manager,3,4,26,Yes,23,5,1,Married,Yes
42,Male,83905,Sales,2,3,18,No,23,4,1,Divorced,Yes
45,Male,63097,HR,3,4,25,No,11,3,2,Single,No
55,Male,58371,HR,1,1,28,No,2,3,1,Married,Yes
43,Male,36254,Manager,4,1,4,No,6,2,3,Single,No
24,Female,29018,Engineer,3,3,10,Yes,11,4,4,Divorced,No
33,Male,30192,Technician,3,2,22,No,15,5,3,Single,No
49,Female,27015,Sales,1,2,18,Yes,9,3,2,Married,Yes
51,Female,93916,Technician,5,4,27,Yes,12,2,3,Divorced,No
47,Male,53343,HR,2,2,6,No,36,5,4,Married,Yes
42,Female,94306,Engineer,1,2,20,No,28,5,4,Divorced,Yes
49,Male,30829,Engineer,5,2,25,Yes,23,5,1,Married,Yes
47,Female,59381,Technician,1,2,21,No,27,1,2,Married,Yes
54,Male,106081,HR,4,2,5,No,24,3,2,Single,No
42,Female,43263,Technician,1,2,10,No,14,1,3,Married,Yes
56,Female,78260,Manager,1,2,26,Yes,35,1,1,Married,Yes
55,Male,68306,Engineer,4,4,13,Yes,27,3,1,Single,Yes
39,Female,116211,Engineer,2,1,27,Yes,21,4,1,Divorced,Yes
32,Male,83418,Manager,5,2,3,Yes,13,2,4,Divorced,Yes
44,Male,115898,HR,3,1,27,No,8,3,2,Married,No
43,Male,25148,Engineer,2,3,7,No,34,2,3,Single,No
38,Male,26754,Sales,1,1,8,Yes,23,4,3,Divorced,Yes
26,Male,51745,Sales,3,3,1,Yes,9,3,3,Single,Yes
32,Female,97914,HR,4,4,24,Yes,1,5,1,Married,Yes
51,Female,80833,Manager,2,1,10,Yes,36,3,2,Single,Yes
36,Female,45140,Technician,5,3,27,Yes,16,4,2,Married,No
48,Male,99907,HR,2,1,19,No,25,1,4,Divorced,Yes
56,Female,85653,Technician,2,4,21,Yes,18,3,4,Divorced,Yes
54,Female,117535,HR,3,1,29,Yes,34,5,4,Divorced,Yes
41,Female,86521,Sales,4,3,6,No,38,3,3,Divorced,No
37,Female,103315,Manager,4,2,3,No,3,1,3,Single,No
55,Female,56075,Sales,2,2,23,No,20,3,2,Single,Yes
23,Male,55697,Manager,4,2,28,Yes,19,5,4,Single,Yes
56,Male,79544,Technician,3,4,13,No,13,4,3,Married,No
49,Female,34795,HR,3,2,25,Yes,17,5,4,Divorced,Yes
27,Male,89555,Engineer,5,4,23,Yes,14,4,4,Divorced,No
30,Male,77204,Engineer,4,2,0,No,30,5,2,Divorced,Yes
41,Female,94754,Manager,5,4,23,Yes,22,2,2,Single,No
22,Female,89860,Manager,1,4,25,Yes,29,3,3,Single,Yes
29,Male,76529,Sales,3,1,29,No,2,3,2,Divorced,No
44,Female,36672,Engineer,2,2,11,No,8,1,4,Married,Yes
24,Male,79238,Sales,3,1,18,No,14,2,2,Single,No
25,Male,60950,Technician,1,3,4,No,34,1,4,Divorced,No
46,Female,36009,Engineer,2,2,29,No,13,3,4,Divorced,Yes
59,Male,72096,Technician,4,2,25,No,10,1,3,Divorced,No
36,Male,44544,HR,4,2,7,No,8,4,3,Married,No
42,Male,80728,Sales,3,2,10,No,7,2,3,Divorced,No
56,Female,54381,Manager,2,1,21,No,13,5,4,Single,Yes
35,Female,50287,Engineer,2,1,3,No,26,4,2,Married,Yes
57,Female,89610,Sales,5,4,14,Yes,32,5,3,Married,No
33,Female,93122,Manager,1,1,19,Yes,19,1,3,Divorced,Yes
38,Male,93184,HR,4,4,11,Yes,15,3,2,Single,No
30,Female,65081,Engineer,3,3,19,No,2,4,2,Single,No
56,Female,108637,Technician,2,1,21,Yes,37,2,3,Divorced,Yes
34,Female,70312,HR,4,4,22,Yes,19,5,4,Divorced,No
36,Female,112228,Manager,3,2,28,Yes,33,4,4,Single,No
39,Male,97943,Engineer,4,3,20,Yes,39,3,3,Married,No
54,Male,107790,Engineer,3,4,9,Yes,33,2,2,Married,No
27,Male,105770,HR,4,3,29,No,1,2,4,Divorced,No
48,Female,77726,Engineer,5,2,23,No,39,5,2,Divorced,No
44,Female,47211,Manager,1,2,15,No,28,4,1,Single,Yes
48,Male,54480,HR,4,4,22,Yes,17,4,2,Single,No
55,Female,72780,Technician,1,4,7,Yes,6,2,2,Single,Yes
59,Female,82138,HR,4,2,19,No,20,1,1,Single,Yes
35,Male,115382,HR,2,4,7,No,13,2,4,Divorced,No
57,Male,67503,Technician,5,2,28,No,12,3,4,Divorced,No
29,Female,82893,Manager,5,1,5,Yes,30,4,4,Single,Yes
56,Female,71193,Sales,1,4,2,No,21,5,3,Divorced,No
40,Female,86358,Sales,2,3,28,No,2,4,1,Divorced,Yes
51,Male,105857,Technician,3,2,7,No,18,2,2,Single,No
35,Male,103182,Manager,5,1,28,No,28,3,1,Married,Yes
41,Male,47117,Engineer,2,4,22,No,4,1,1,Married,Yes
46,Male,84056,Technician,2,2,9,Yes,6,4,1,Single,Yes
45,Female,83706,Sales,1,1,4,Yes,38,2,1,Married,Yes
35,Male,95429,Manager,2,4,10,No,9,2,1,Divorced,Yes
47,Male,34476,HR,2,2,3,Yes,20,2,1,Married,Yes
59,Female,107806,Manager,3,2,16,No,30,3,3,Single,No
44,Female,80006,Manager,1,2,25,No,37,2,1,Single,Yes
43,Female,112238,Sales,1,4,2,Yes,38,2,1,Married,Yes
40,Male,94918,Sales,2,1,17,Yes,4,2,4,Married,Yes
24,Female,88155,Engineer,3,2,7,Yes,38,4,1,Divorced,Yes
40,Female,92321,Engineer,4,1,29,Yes,13,2,1,Married,Yes
30,Male,70798,Technician,5,1,23,No,35,3,4,Married,No
49,Male,102271,HR,1,3,11,Yes,30,4,4,Married,Yes
41,Female,55177,Engineer,3,1,20,No,4,2,4,Divorced,No
28,Male,107215,Sales,3,1,15,No,25,1,2,Married,No
35,Female,68013,Manager,2,1,13,No,31,3,1,Divorced,Yes
30,Female,107600,Technician,5,1,20,No,12,1,1,Divorced,Yes
40,Male,78450,Engineer,1,1,15,No,15,3,1,Single,Yes
35,Female,72928,Manager,4,4,26,Yes,26,1,4,Single,No
59,Male,117403,Manager,2,3,3,No,10,2,3,Divorced,No
57,Male,70382,Engineer,1,2,0,Yes,12,1,1,Divorced,Yes
38,Male,110038,HR,1,3,0,No,22,1,4,Divorced,Yes
51,Female,25760,HR,3,3,28,Yes,21,3,4,Single,No
30,Male,49142,Technician,5,2,21,Yes,35,2,4,Divorced,Yes
54,Male,42290,HR,4,1,14,No,7,3,2,Single,No
46,Female,96035,Technician,5,2,19,No,18,2,4,Single,No
35,Female,25364,Sales,3,1,19,Yes,27,5,3,Divorced,Yes
32,Female,81921,Engineer,4,2,2,No,35,4,2,Divorced,No
56,Female,44797,Manager,4,4,13,No,2,4,4,Divorced,No
35,Male,57535,Technician,2,3,8,Yes,32,3,3,Single,Yes
51,Male,71300,HR,4,1,18,Yes,15,2,3,Married,Yes
25,Male,72176,Technician,1,3,7,No,24,1,1,Divorced,Yes
25,Female,41105,Technician,5,1,1,No,20,4,4,Married,Yes
49,Female,32939,HR,5,2,3,No,10,3,4,Married,No
29,Male,104472,HR,2,2,0,No,24,3,1,Married,Yes
23,Female,67029,Engineer,4,2,10,Yes,24,3,3,Married,Yes
43,Female,40863,Manager,3,4,4,Yes,24,2,4,Married,No
37,Male,103097,Engineer,1,2,1,No,34,3,1,Single,Yes
50,Male,35447,Engineer,2,2,26,Yes,11,5,1,Single,Yes
51,Female,71940,HR,4,4,12,Yes,26,1,3,Single,No
33,Female,102947,HR,3,3,16,Yes,1,3,3,Married,No
56,Female,110001,Manager,4,3,16,Yes,30,2,4,Single,No
32,Male,44642,Technician,2,1,17,Yes,18,1,4,Divorced,Yes
42,Male,92643,Engineer,3,3,20,Yes,26,1,2,Married,No
42,Male,32928,Manager,3,1,27,Yes,9,4,3,Divorced,No
26,Male,73002,Engineer,3,1,8,No,9,3,2,Married,No
41,Male,109853,Technician,3,3,5,No,1,3,2,Married,No
58,Female,50017,Engineer,4,3,27,Yes,7,2,1,Married,Yes
24,Female,104064,Sales,3,4,19,Yes,16,5,1,Married,Yes
54,Female,38313,Manager,4,1,2,Yes,38,5,4,Divorced,Yes
30,Male,26559,HR,3,3,7,Yes,11,4,3,Married,No
30,Male,75893,Engineer,3,3,2,Yes,25,5,3,Married,No
25,Male,40167,Manager,2,4,0,No,29,2,2,Single,Yes
56,Female,105879,Manager,4,3,19,Yes,19,4,2,Married,No
38,Male,63598,Engineer,4,2,26,No,18,3,4,Married,No
55,Male,32523,HR,5,2,12,No,29,5,1,Married,Yes
45,Female,74777,HR,2,1,20,Yes,16,2,3,Married,Yes
53,Male,53439,Engineer,4,4,4,Yes,8,2,3,Married,No
22,Female,106060,Manager,2,3,15,Yes,34,3,3,Married,Yes
29,Male,38285,HR,2,1,20,No,6,2,3,Divorced,Yes
44,Male,35973,Engineer,2,3,23,No,30,4,1,Divorced,Yes
33,Female,47694,Engineer,1,2,15,No,34,4,4,Married,Yes
33,Female,60774,Engineer,4,3,23,Yes,21,1,4,Divorced,No
36,Female,29302,Manager,2,3,11,Yes,12,3,1,Single,Yes
40,Female,47391,HR,1,3,12,Yes,6,2,4,Single,Yes
47,Female,29611,Manager,1,2,3,Yes,39,5,4,Married,Yes
50,Female,34372,Sales,3,2,8,Yes,6,4,2,Married,Yes
43,Male,49312,HR,3,4,15,Yes,4,3,1,Divorced,Yes
42,Male,39080,Manager,4,2,0,No,9,3,4,Single,Yes
59,Female,105618,HR,3,1,4,No,5,4,2,Married,No
41,Male,45874,Sales,4,3,20,Yes,10,1,1,Single,Yes
50,Female,87537,Technician,1,2,4,Yes,8,3,1,Divorced,Yes
25,Male,98914,Engineer,1,1,23,No,23,2,3,Married,Yes
28,Female,26597,Manager,4,2,24,No,4,5,2,Married,No
49,Male,36600,Sales,3,3,18,No,37,5,2,Married,No
49,Male,28747,Sales,3,1,8,Yes,7,4,2,Single,No
25,Male,104415,HR,4,2,28,No,6,3,1,Divorced,Yes
43,Male,103553,HR,5,2,26,No,15,5,3,Single,No
33,Male,49815,Engineer,3,1,7,No,35,3,1,Single,Yes
24,Female,109500,HR,2,4,18,No,32,4,4,Married,No
43,Female,119348,Manager,3,1,17,No,14,1,4,Divorced,No
23,Female,49714,Manager,5,1,14,Yes,35,5,4,Divorced,Yes
45,Male,43890,Manager,1,1,3,Yes,11,2,3,Married,Yes
55,Female,86509,Technician,1,1,14,No,10,4,1,Divorced,Yes
48,Male,86824,Manager,1,2,12,Yes,17,1,2,Married,Yes
22,Male,29725,HR,3,1,27,Yes,13,2,4,Married,Yes
29,Male,68205,HR,1,1,17,No,34,2,4,Divorced,Yes
44,Female,45684,Manager,5,3,19,Yes,5,5,1,Divorced,No
59,Male,116861,Sales,5,2,4,Yes,10,3,2,Divorced,Yes
27,Female,82911,Sales,3,3,17,No,32,4,3,Divorced,No
43,Female,38092,Sales,2,2,27,No,12,2,4,Single,Yes
46,Male,64770,Engineer,3,4,7,Yes,13,5,4,Married,No
39,Male,50457,Technician,1,4,0,Yes,21,1,4,Married,Yes
38,Female,96667,Manager,3,2,18,Yes,33,2,2,Married,No
33,Female,115751,Engineer,5,4,22,No,32,1,4,Married,No
27,Female,87894,Sales,3,4,25,Yes,12,4,2,Single,No
47,Female,86305,Manager,3,2,16,Yes,35,5,4,Divorced,Yes
48,Female,37612,Engineer,2,1,28,No,36,1,4,Divorced,Yes
29,Female,103627,HR,5,3,26,Yes,38,3,2,Divorced,No
40,Male,62089,Sales,4,2,1,No,28,1,2,Married,Yes
22,Female,77137,Engineer,4,2,18,Yes,13,1,3,Single,Yes
50,Female,25559,HR,5,2,29,No,12,5,1,Single,Yes
56,Female,91249,Sales,4,3,15,Yes,22,5,4,Divorced,No
35,Female,62361,Technician,1,2,29,Yes,2,2,4,Married,Yes
56,Male,105720,Sales,4,3,17,No,29,1,1,Divorced,No
41,Male,40261,Technician,1,3,1,No,13,1,1,Married,Yes
34,Female,45372,Technician,5,4,27,No,35,5,1,Divorced,No
59,Female,80355,Technician,4,1,26,No,13,3,4,Divorced,No
29,Female,82920,Manager,4,4,5,No,34,5,4,Single,No
41,Male,57544,Manager,1,2,6,No,19,3,4,Married,Yes
54,Male,25037,Technician,1,2,5,No,9,5,2,Single,Yes
47,Male,68032,HR,3,3,26,Yes,31,4,3,Single,No
42,Male,103233,Technician,2,4,5,Yes,33,1,3,Divorced,Yes
30,Male,66420,Engineer,4,3,8,Yes,27,3,1,Married,No
45,Male,116552,Technician,2,4,7,Yes,2,4,1,Married,Yes
58,Female,59600,Manager,2,4,29,Yes,15,3,4,Divorced,Yes
38,Male,73285,Manager,4,4,23,Yes,19,2,3,Divorced,No
45,Male,87008,Engineer,1,4,21,Yes,31,2,3,Divorced,Yes
42,Female,114520,Engineer,3,4,20,No,16,1,2,Married,No
34,Male,30167,Sales,5,1,8,Yes,15,4,4,Divorced,Yes
32,Female,25432,HR,4,2,11,No,6,4,4,Divorced,No
40,Male,94687,HR,4,4,17,Yes,14,2,3,Single,No
32,Female,96947,HR,5,4,22,No,27,1,3,Divorced,No
34,Female,75903,Manager,2,3,5,Yes,38,2,2,Divorced,Yes
22,Female,117159,HR,3,2,22,Yes,19,4,2,Married,No
40,Female,79149,Sales,2,2,27,Yes,37,3,4,Divorced,Yes
33,Female,112640,Sales,5,2,3,Yes,4,4,2,Married,Yes
29,Male,81768,HR,5,4,24,No,26,1,3,Single,No
29,Male,85184,Engineer,3,3,6,Yes,9,4,4,Single,No
33,Female,90792,Sales,5,2,17,No,15,5,3,Married,No
54,Female,58439,Engineer,5,3,28,Yes,37,4,4,Divorced,No
47,Female,58257,Manager,3,1,19,Yes,4,5,4,Married,Yes
49,Male,69674,Sales,4,1,4,Yes,26,2,3,Divorced,Yes
26,Female,76248,Engineer,2,3,17,Yes,18,5,4,Divorced,Yes
29,Female,108602,HR,4,4,9,No,35,4,4,Divorced,No
46,Female,70371,Manager,4,2,7,No,29,4,2,Married,No
48,Female,92996,Technician,2,1,0,No,24,4,3,Single,Yes
44,Male,62297,Technician,4,1,14,Yes,4,1,3,Married,Yes
51,Female,79273,HR,3,3,2,Yes,21,2,2,Divorced,No
44,Female,86256,Manager,2,4,14,Yes,39,5,4,Married,Yes
41,Male,59743,Manager,1,3,13,Yes,7,3,1,Single,Yes
39,Female,93752,Manager,4,3,0,No,23,5,1,Married,No
39,Female,104803,Manager,5,3,20,No,21,4,3,Single,No
23,Male,100117,Technician,2,3,7,No,1,3,2,Single,No
25,Male,95051,Engineer,1,3,6,Yes,25,3,4,Divorced,Yes
51,Male,47076,Manager,5,4,8,No,31,5,2,Single,No
54,Female,100312,Engineer,1,3,17,Yes,38,5,4,Married,Yes
57,Female,112483,Manager,4,4,11,No,5,5,3,Married,No
39,Male,27963,Sales,5,2,7,No,31,5,3,Divorced,No
58,Male,97322,Sales,4,2,7,No,1,2,1,Married,Yes
40,Male,38866,Sales,5,2,29,No,30,1,2,Divorced,No
49,Female,57305,Manager,2,2,5,Yes,18,1,3,Married,Yes
41,Female,87403,Engineer,3,1,2,Yes,8,5,2,Married,Yes
54,Male,107896,Technician,3,4,1,No,26,1,3,Single,No
33,Female,57813,HR,1,2,13,No,15,5,4,Single,Yes
36,Male,91729,Technician,5,1,7,Yes,19,5,4,Single,No
23,Female,85686,Manager,4,4,5,No,10,5,1,Married,No
50,Female,29512,Sales,2,1,3,No,24,2,3,Divorced,Yes
31,Female,47666,Sales,2,1,4,No,16,4,1,Divorced,Yes
23,Female,41630,Engineer,2,3,20,Yes,31,1,1,Divorced,Yes
32,Male,99519,Manager,3,1,12,Yes,16,1,3,Single,No
34,Female,25636,Technician,4,1,8,No,16,2,3,Married,No
31,Female,28775,Manager,2,4,12,No,28,2,4,Single,No
35,Male,92957,Manager,2,1,28,Yes,20,5,1,Married,Yes
39,Female,89591,Sales,1,3,8,Yes,35,5,4,Married,Yes
30,Male,103561,Technician,5,2,23,Yes,9,4,2,Married,Yes
49,Male,99816,HR,5,2,23,Yes,10,1,2,Single,Yes
24,Female,36351,Sales,5,4,15,Yes,18,2,1,Married,Yes
41,Female,80184,Technician,1,4,11,Yes,15,4,1,Single,Yes
27,Male,94180,Engineer,3,1,1,Yes,30,1,3,Single,Yes
48,Male,106678,Sales,1,4,29,Yes,32,4,3,Married,Yes
23,Male,98309,Engineer,2,1,18,No,27,4,1,Married,Yes
50,Female,119002,Sales,4,4,29,No,27,5,1,Married,No
59,Male,35778,Manager,2,2,15,Yes,19,4,2,Single,Yes
24,Male,37501,Technician,2,2,23,No,10,5,4,Married,Yes
37,Male,27108,Engineer,4,2,12,Yes,6,1,2,Married,Yes
51,Female,119905,Sales,5,2,4,No,24,1,2,Divorced,No
23,Male,61382,Engineer,1,1,22,Yes,9,5,4,Divorced,Yes
38,Female,116354,Sales,3,1,29,Yes,27,3,1,Divorced,Yes
33,Female,100787,Sales,2,1,23,No,7,4,1,Married,Yes
56,Male,48341,HR,2,2,5,No,6,1,2,Single,Yes
22,Female,102214,HR,3,3,20,No,33,4,2,Divorced,No
36,Male,39367,HR,1,2,23,No,21,3,4,Single,Yes
47,Female,94868,Engineer,2,2,16,No,38,4,3,Divorced,Yes
58,Female,37002,Manager,3,3,16,Yes,17,3,3,Divorced,No
42,Male,110820,Sales,2,3,16,Yes,31,2,1,Single,Yes
52,Male,84949,Technician,5,4,2,Yes,37,3,3,Divorced,No
46,Male,40700,HR,5,2,25,No,11,1,1,Single,No
44,Female,104305,Engineer,2,3,12,Yes,28,5,1,Married,Yes
45,Female,87543,Engineer,2,4,11,Yes,5,5,1,Married,Yes
59,Male,54318,Engineer,5,3,5,No,12,4,4,Single,No
49,Male,114859,Technician,2,3,21,Yes,3,2,2,Single,Yes
42,Female,52610,Technician,1,4,20,No,38,4,3,Married,No
39,Female,97499,HR,1,2,28,No,2,3,4,Single,Yes
57,Female,98374,Technician,4,4,12,Yes,26,5,3,Married,No
56,Male,90226,HR,1,2,13,Yes,2,3,4,Married,Yes
30,Female,70167,Technician,2,3,6,No,12,5,3,Single,No
59,Male,102779,Technician,2,4,4,No,2,5,3,Divorced,No
51,Female,52939,Technician,3,1,13,Yes,16,5,2,Single,Yes
55,Female,86365,HR,1,3,17,Yes,30,1,3,Married,Yes
53,Male,92381,Sales,5,4,3,Yes,36,3,4,Divorced,No
24,Male,71710,HR,5,3,0,Yes,4,4,3,Divorced,Yes
24,Male,41766,Sales,4,4,6,Yes,11,2,2,Married,No
49,Female,37780,Engineer,3,2,19,No,24,4,3,Divorced,No
36,Female,73458,Engineer,5,1,12,No,18,3,4,Divorced,No
44,Female,81221,HR,4,3,3,Yes,27,2,3,Single,No
32,Male,26509,Sales,1,1,12,Yes,37,4,2,Married,Yes
53,Female,114493,Sales,3,2,3,Yes,2,2,2,Divorced,No
57,Male,59346,Sales,3,4,2,Yes,15,3,2,Married,No
54,Male,107799,Engineer,2,1,7,Yes,11,5,2,Single,Yes
45,Male,71874,HR,1,4,19,No,27,3,1,Single,Yes
55,Female,51148,Manager,3,2,7,No,23,1,2,Single,No
49,Female,56533,Sales,4,3,24,Yes,35,2,3,Divorced,No
58,Male,103467,Sales,5,2,16,Yes,30,3,3,Single,Yes
28,Female,26359,Manager,1,1,14,Yes,24,5,3,Married,Yes
25,Male,115068,HR,1,1,3,No,19,5,3,Single,Yes
58,Male,85313,Sales,3,1,5,No,29,3,1,Divorced,Yes
22,Female,45344,HR,3,4,23,No,13,4,1,Single,No
22,Male,94778,Sales,3,3,29,Yes,23,3,1,Divorced,No
41,Male,45601,Technician,4,1,21,Yes,12,5,3,Married,Yes
40,Female,44116,Sales,2,1,27,No,29,3,4,Single,Yes
50,Male,81985,Technician,3,1,5,No,6,1,4,Single,No
31,Male,55782,HR,2,2,9,Yes,23,4,3,Married,Yes
39,Male,74819,Sales,2,1,3,No,31,3,2,Married,Yes
49,Male,109416,Engineer,1,2,8,No,21,5,2,Divorced,Yes
56,Male,94035,Engineer,5,1,15,No,24,3,3,Single,No
52,Male,69458,Manager,5,2,6,Yes,8,3,2,Single,Yes
48,Male,116556,Engineer,4,4,13,Yes,9,2,2,Single,No
32,Female,33080,Technician,4,4,26,No,22,3,4,Single,No
59,Female,113743,Engineer,5,2,5,No,4,1,3,Married,No
26,Male,58957,Engineer,5,3,0,Yes,13,5,1,Single,Yes
29,Male,38908,Engineer,1,3,17,Yes,34,2,4,Single,Yes
55,Female,115570,Sales,1,2,11,No,3,3,3,Single,Yes
33,Female,116324,Manager,5,4,21,No,37,4,3,Divorced,No
59,Female,103287,HR,3,2,26,No,28,1,4,Divorced,No
22,Female,72482,Manager,3,3,14,Yes,26,1,2,Divorced,No
52,Female,63314,Technician,1,2,0,No,34,1,2,Married,Yes
25,Male,99921,Sales,2,4,14,No,15,2,4,Married,No
26,Female,108768,Sales,5,3,14,No,8,3,3,Married,No
51,Female,40831,Engineer,4,3,26,No,35,1,1,Single,No
45,Female,45125,Engineer,3,1,15,No,24,3,3,Single,No
24,Male,87451,Technician,2,1,20,Yes,37,4,1,Married,Yes
32,Male,70708,Sales,3,3,0,No,4,3,1,Divorced,Yes
