Engine_CC,Mileage,Horsepower,Age,Brand,Fuel_Type,Transmission,Condition,Price
2868,19.6,184,1,BMW,Diesel,Manual,8.0,1757129
1905,9.1,118,20,Audi,Petrol,Manual,5.0,926297
2553,14.3,156,13,Honda,Diesel,Automatic,9.0,1157674
3152,18.0,334,8,Toyota,Petrol,Manual,7.0,1002229
2738,12.3,208,6,Toyota,Petrol,Automatic,5.0,1045514
1170,25.5,337,17,Kia,Diesel,Manual,6.0,861020
2680,9.7,324,12,Kia,Diesel,Automatic,5.0,1329763
1652,17.7,68,1,Suzuki,Petrol,Manual,9.0,702918
1183,21.8,342,3,Kia,CNG,Manual,5.0,310901
2731,13.2,332,14,Kia,Petrol,Manual,9.0,930313
3292,20.5,67,8,Tata,Petrol,Manual,7.0,888232
1224,24.6,267,11,Hyundai,Diesel,Manual,6.0,763862
3008,11.8,184,14,Suzuki,CNG,Manual,10.0,774197
1428,26.3,182,8,Kia,Diesel,Automatic,8.0,904664
1694,19.1,92,3,Honda,Diesel,Manual,5.0,638735
3337,14.0,60,7,Tata,Diesel,Automatic,10.0,907106
3174,16.6,263,19,Tata,CNG,Manual,4.0,556295
1397,14.2,65,4,Tata,Petrol,Automatic,,838844
3136,22.5,64,16,Honda,Diesel,Manual,5.0,650783
1392,23.9,139,13,BMW,Diesel,Manual,8.0,1177759
2487,24.7,333,20,Toyota,Petrol,Manual,10.0,905192
1372,27.7,236,19,BMW,Petrol,Automatic,,1321760
2875,23.8,195,5,Honda,Petrol,Manual,8.0,1032313
2890,20.0,84,5,Hyundai,Diesel,Manual,10.0,727776
2504,14.8,242,20,Toyota,Petrol,Manual,8.0,840278
3270,18.9,227,4,Honda,Diesel,Manual,4.0,1476349
976,8.8,237,2,Hyundai,Petrol,Manual,4.0,822243
1328,22.9,154,13,Suzuki,Petrol,Manual,4.0,318449
2433,16.9,92,16,Audi,Diesel,Automatic,7.0,1098137
1765,8.4,170,2,Tata,Petrol,Manual,9.0,638524
2317,9.3,205,19,Kia,Petrol,Automatic,9.0,1061095
997,15.7,290,17,Honda,Petrol,Manual,10.0,661359
3457,19.7,331,5,Audi,Diesel,Manual,4.0,1777690
1652,17.3,97,18,BMW,CNG,Automatic,10.0,956526
2337,20.4,194,18,Audi,CNG,Manual,9.0,969057
2869,17.6,294,8,Honda,Diesel,Manual,8.0,1423842
1880,21.2,219,15,Audi,Petrol,Automatic,4.0,970389
897,12.4,97,13,Tata,Petrol,Manual,5.0,569484
2703,10.3,209,13,Toyota,Petrol,Manual,4.0,788764
1234,19.9,88,16,Honda,Petrol,Manual,4.0,615213
1436,17.7,203,20,Hyundai,Petrol,Manual,9.0,799006
1387,8.5,135,13,Audi,Petrol,Manual,10.0,1039842
1143,15.6,204,20,Toyota,Diesel,Manual,6.0,487028
2117,10.1,288,2,Tata,Petrol,Manual,8.0,901397
2779,18.6,123,3,BMW,Diesel,Automatic,,1913447
1370,15.9,328,15,BMW,CNG,Manual,10.0,922472
1410,20.3,243,19,Tata,Diesel,Manual,10.0,857207
2527,24.1,320,13,Audi,Diesel,Manual,8.0,1609893
3090,14.0,327,5,BMW,Diesel,Automatic,10.0,2283328
2654,27.2,228,6,Hyundai,Petrol,Automatic,,735904
3408,18.7,318,14,Honda,Petrol,Automatic,7.0,858315
1759,20.4,286,4,Toyota,Petrol,Automatic,6.0,1151202
2879,21.6,92,19,Suzuki,Petrol,Manual,5.0,404205
3238,21.3,273,7,Audi,Diesel,Manual,5.0,1652744
3124,18.2,109,4,BMW,CNG,Manual,8.0,1502030
1331,16.6,269,2,Honda,CNG,Manual,6.0,735709
1977,9.1,88,7,Suzuki,Petrol,Manual,8.0,700359
3230,8.4,98,3,Hyundai,CNG,Manual,7.0,851370
1891,15.2,159,15,BMW,Petrol,Manual,10.0,1158316
2701,14.7,232,1,BMW,Diesel,Automatic,8.0,1987281
1683,15.8,76,2,Toyota,Petrol,Manual,,640286
3061,10.8,115,10,Hyundai,Petrol,Manual,8.0,922946
2478,22.8,285,16,Hyundai,Petrol,Manual,10.0,740804
3223,25.1,105,15,Audi,Diesel,Manual,4.0,1381738
3060,26.8,126,15,Suzuki,Petrol,Manual,5.0,944700
2926,17.8,256,14,Toyota,Petrol,Manual,7.0,985079
2549,22.0,201,14,Audi,CNG,Manual,,1317385
3475,25.1,82,6,Toyota,CNG,Manual,9.0,988268
3451,16.4,153,14,Hyundai,Petrol,Manual,4.0,683546
1581,14.2,301,17,Toyota,Diesel,Manual,7.0,801300
2905,26.7,296,18,Toyota,Petrol,Manual,8.0,1172153
1680,18.3,113,20,Toyota,Petrol,Manual,9.0,462501
1246,17.9,197,19,Kia,Petrol,Manual,8.0,346270
2913,11.6,331,17,Honda,Petrol,Automatic,10.0,997056
2583,10.2,100,16,Honda,Petrol,Manual,5.0,627309
2077,24.8,157,8,Suzuki,Petrol,Automatic,10.0,647919
2791,20.3,242,7,Suzuki,Petrol,Automatic,10.0,1226455
1867,14.5,187,20,Tata,Diesel,Automatic,10.0,747963
2377,11.8,288,12,Hyundai,Diesel,Automatic,8.0,1233250
1811,19.1,145,9,Toyota,Petrol,Automatic,4.0,711379
3074,19.7,315,14,Hyundai,Petrol,Manual,5.0,700501
1573,12.1,268,20,Honda,Diesel,Manual,7.0,519720
2614,25.0,274,1,Kia,Diesel,Manual,5.0,891619
3448,9.7,159,10,Toyota,Diesel,Manual,7.0,1086811
3226,15.1,108,17,Audi,Petrol,Manual,6.0,1199931
2001,21.6,260,17,Honda,Petrol,Manual,4.0,770497
2250,13.5,317,17,Honda,Diesel,Automatic,4.0,752618
1106,24.6,237,4,Honda,Petrol,Manual,7.0,826811
1578,22.8,304,17,Tata,CNG,Manual,8.0,406252
3351,23.8,182,18,Toyota,Diesel,Manual,9.0,997752
3115,10.4,230,20,Suzuki,Petrol,Manual,8.0,739301
807,10.8,195,2,BMW,Petrol,Manual,6.0,1023766
3355,13.7,118,8,Audi,Diesel,Manual,7.0,1714414
1275,18.4,252,13,Audi,Petrol,Manual,,1403803
2120,23.0,327,20,Hyundai,Petrol,Manual,7.0,832400
3011,24.7,319,15,Toyota,Diesel,Manual,,1001860
1284,22.1,154,20,Suzuki,Diesel,Manual,7.0,383395
3414,26.6,184,9,Honda,Petrol,Manual,4.0,908857
1704,22.8,100,3,BMW,Petrol,Manual,6.0,1104633
1358,14.1,313,3,Toyota,CNG,Manual,,859866
2767,13.3,66,2,Toyota,CNG,Manual,7.0,638248
3085,21.9,275,1,Tata,Diesel,Manual,5.0,754491
1927,11.9,128,14,Suzuki,CNG,Manual,5.0,475759
2033,9.9,128,17,BMW,Petrol,Manual,4.0,894922
3401,18.6,140,13,Honda,Petrol,Automatic,8.0,978698
1267,24.4,89,19,Toyota,Petrol,Manual,8.0,264139
3233,10.0,132,15,Audi,Petrol,Automatic,4.0,1358316
1647,23.8,321,14,Kia,Petrol,Manual,,553013
3234,24.2,148,2,Audi,Petrol,Manual,9.0,1633904
1058,17.6,267,7,BMW,Diesel,Automatic,9.0,1940071
1082,9.1,272,17,Kia,Diesel,Automatic,9.0,852744
2449,11.5,325,18,Honda,Diesel,Automatic,10.0,968802
2698,22.1,266,6,BMW,Petrol,Manual,10.0,1544890
839,22.2,136,8,Toyota,Petrol,Manual,9.0,668890
3333,26.0,347,2,Tata,Petrol,Automatic,7.0,999341
3067,19.7,106,1,Tata,Diesel,Manual,5.0,595295
1814,10.5,169,16,Audi,Petrol,Automatic,4.0,1089867
1412,10.4,259,7,Tata,Petrol,Manual,7.0,746808
2715,22.4,269,11,Hyundai,Petrol,Automatic,9.0,1122703
1487,11.7,213,15,BMW,Diesel,Automatic,4.0,1239411
1412,14.6,69,13,Tata,Diesel,Manual,5.0,461853
3107,17.7,216,2,Hyundai,Diesel,Manual,8.0,1050809
3213,8.5,320,14,Hyundai,Petrol,Manual,7.0,1018545
2581,13.0,136,6,Suzuki,Petrol,Manual,5.0,905400
2610,16.2,316,9,Audi,Petrol,Manual,4.0,1339045
3391,13.6,190,7,BMW,Petrol,Manual,6.0,1459904
3496,10.7,126,18,Hyundai,Petrol,Automatic,7.0,691850
2347,22.6,287,9,Toyota,Petrol,Automatic,10.0,1000824
2730,24.3,222,4,Tata,Petrol,Manual,4.0,830337
1952,13.1,74,9,Suzuki,Petrol,Manual,4.0,200000
1374,23.5,291,4,Honda,Petrol,Automatic,10.0,1196520
2710,15.7,254,12,Tata,Diesel,Automatic,5.0,1021393
1812,18.1,89,4,Tata,CNG,Automatic,4.0,348349
1469,25.1,279,20,Tata,Diesel,Manual,7.0,434069
1068,23.0,206,14,Suzuki,Petrol,Automatic,9.0,612728
2083,24.1,318,7,Honda,Petrol,Manual,10.0,1032236
1723,10.7,202,13,Audi,Diesel,Automatic,7.0,1447835
1925,9.4,294,8,BMW,Petrol,Automatic,10.0,1780764
2329,25.9,174,5,BMW,Diesel,Automatic,4.0,1874080
2558,15.8,149,12,Honda,Petrol,Manual,5.0,719173
2394,13.8,267,13,Kia,CNG,Automatic,7.0,647404
1046,22.5,223,20,Tata,Diesel,Manual,6.0,302028
2360,24.7,143,14,Toyota,Diesel,Manual,9.0,938262
2978,25.2,136,18,Honda,Diesel,Automatic,10.0,1041039
3200,14.3,220,20,Honda,Petrol,Manual,8.0,948184
3043,25.0,64,4,BMW,Petrol,Manual,5.0,1483116
2739,8.8,137,18,Hyundai,Petrol,Automatic,5.0,412925
1729,9.0,150,7,Toyota,Petrol,Automatic,8.0,723317
3492,20.5,146,15,BMW,Petrol,Automatic,8.0,1481357
1026,9.3,329,6,Suzuki,Petrol,Manual,7.0,562193
1064,14.5,163,16,Honda,Diesel,Automatic,4.0,547694
2195,21.5,234,20,Kia,Petrol,Manual,,758722
2257,14.7,113,8,Hyundai,Petrol,Automatic,6.0,1004362
1445,11.6,270,16,Toyota,Petrol,Manual,9.0,673926
3058,13.6,154,16,Audi,Petrol,Automatic,10.0,1472271
2218,17.2,282,3,Toyota,Petrol,Manual,4.0,826060
2273,17.5,68,17,Toyota,CNG,Automatic,6.0,596756
2187,23.7,112,9,Tata,Petrol,Manual,6.0,651858
2699,23.0,136,3,Honda,Petrol,Manual,5.0,1046928
3304,17.1,265,20,Honda,Petrol,Manual,5.0,958035
2049,24.9,171,7,Audi,Petrol,Automatic,9.0,1168301
1781,10.3,224,18,Audi,Diesel,Manual,7.0,1074378
1954,13.1,338,12,Audi,Petrol,Manual,8.0,1580076
1387,24.6,86,19,BMW,Petrol,Manual,8.0,702774
1275,15.6,129,16,BMW,Petrol,Automatic,9.0,1241904
2621,27.6,277,17,Honda,CNG,Manual,6.0,695423
1785,17.3,248,20,Honda,Petrol,Manual,9.0,731131
3003,23.8,183,15,Audi,Diesel,Manual,8.0,1248534
2041,16.0,78,1,BMW,Petrol,Automatic,6.0,1353085
989,16.5,316,2,Hyundai,Petrol,Manual,8.0,972165
2240,15.7,81,8,BMW,Diesel,Automatic,7.0,1668678
1780,22.4,99,2,Honda,Petrol,Automatic,5.0,904057
2498,19.0,97,19,BMW,Petrol,Manual,,809219
2515,26.9,107,9,Honda,Petrol,Manual,6.0,797713
3393,13.0,242,9,Audi,Petrol,Automatic,9.0,2081533
840,10.0,134,13,Tata,Diesel,Automatic,8.0,858699
3154,15.9,268,6,Audi,Petrol,Automatic,4.0,1719676
1742,20.3,242,15,Audi,Diesel,Manual,7.0,941256
1137,25.2,166,19,Hyundai,Petrol,Manual,8.0,609726
2137,14.9,247,15,Tata,Petrol,Manual,10.0,671666
1898,21.1,323,18,Hyundai,Diesel,Manual,4.0,851330
3126,15.0,145,7,Honda,Petrol,Manual,7.0,1016923
1695,20.3,196,11,Toyota,Petrol,Manual,7.0,586938
3120,25.7,154,8,Suzuki,Petrol,Manual,5.0,723111
3467,12.6,304,6,Hyundai,Petrol,Manual,6.0,1258787
2474,16.1,149,8,Honda,Diesel,Manual,8.0,960569
1730,27.9,118,2,Tata,Petrol,Manual,7.0,535476
1088,25.4,87,19,BMW,Petrol,Automatic,8.0,572025
1523,19.3,131,16,Tata,Diesel,Manual,7.0,413896
3119,18.3,329,7,Audi,Petrol,Manual,,1625440
2753,13.7,83,10,Audi,Petrol,Manual,5.0,1260146
1889,18.3,171,12,Audi,Petrol,Manual,6.0,891533
1282,25.0,115,17,Honda,Diesel,Manual,4.0,723047
1735,21.7,282,7,Audi,CNG,Manual,4.0,911660
3095,13.8,179,8,Hyundai,Diesel,Manual,9.0,1385411
955,12.0,238,7,BMW,Petrol,Automatic,10.0,1755437
1870,13.3,347,4,Audi,Diesel,Manual,5.0,1637509
2758,11.4,340,3,Honda,Petrol,Manual,7.0,927294
3301,9.9,248,19,BMW,Petrol,Automatic,5.0,1510176
3048,16.4,125,15,Audi,CNG,Manual,6.0,984760
2483,10.3,308,4,Toyota,Petrol,Automatic,4.0,932442
923,11.4,135,9,Kia,Petrol,Manual,8.0,610711
2848,18.9,196,13,Audi,Diesel,Manual,4.0,1191269
1767,11.3,223,18,Suzuki,Diesel,Manual,10.0,530116
1654,9.3,292,16,Tata,Petrol,Automatic,10.0,752147
1439,14.3,314,1,Hyundai,Petrol,Manual,10.0,891030
3038,12.4,229,4,BMW,Petrol,Manual,10.0,2130731
2402,18.3,233,18,Hyundai,Petrol,Manual,6.0,596357
3363,10.0,77,8,Toyota,Petrol,Manual,7.0,956208
1241,23.0,129,20,Toyota,Petrol,Automatic,5.0,489397
2744,26.1,175,16,Suzuki,CNG,Manual,4.0,559348
2638,22.9,139,11,Hyundai,Petrol,Automatic,10.0,1006587
2629,18.7,74,20,BMW,Petrol,Manual,4.0,985998
2990,25.2,235,19,Toyota,Petrol,Automatic,10.0,1024389
1332,21.9,328,19,Kia,Petrol,Manual,,629024
3074,8.2,178,18,Toyota,Petrol,Automatic,5.0,851489
2136,15.9,247,19,Audi,CNG,Manual,8.0,973691
1748,25.0,116,11,Suzuki,Diesel,Automatic,8.0,562337
2819,14.9,258,3,Tata,Petrol,Manual,10.0,961038
1259,8.7,76,8,Honda,Diesel,Manual,7.0,740200
1350,22.9,347,20,Tata,Petrol,Automatic,,712711
1192,24.0,114,19,Kia,Diesel,Manual,9.0,517906
2587,11.2,328,10,Tata,Petrol,Automatic,5.0,889573
1644,18.7,146,16,Kia,Diesel,Manual,7.0,578541
3057,11.8,88,5,Toyota,Petrol,Manual,9.0,868827
1938,22.4,81,20,BMW,Petrol,Automatic,7.0,989164
1445,13.4,344,9,BMW,Diesel,Manual,10.0,1621912
3066,14.3,107,8,Audi,Petrol,Manual,10.0,1481213
3254,24.9,64,11,Kia,Petrol,Automatic,7.0,993334
2266,17.5,309,16,BMW,Petrol,Manual,6.0,1188462
2177,21.4,222,7,Audi,Diesel,Manual,6.0,1533406
3405,16.0,261,15,Toyota,Petrol,Manual,7.0,943721
3397,14.0,160,20,Toyota,Petrol,Automatic,6.0,1160393
941,20.5,130,17,Tata,CNG,Automatic,,381178
3459,11.1,222,6,Toyota,Petrol,Automatic,,1326429
1300,15.5,232,15,Toyota,Petrol,Manual,9.0,681938
1639,12.2,200,8,Kia,Diesel,Manual,10.0,627292
2482,21.9,197,7,Honda,Diesel,Manual,5.0,894036
2365,26.9,125,2,Suzuki,CNG,Manual,4.0,739044
2846,27.9,257,13,Tata,Petrol,Manual,6.0,682907
2330,17.0,287,6,Tata,Petrol,Manual,9.0,540676
1395,13.1,340,5,Suzuki,Diesel,Automatic,,936658
2704,16.9,231,20,Honda,Diesel,Automatic,8.0,839679
1080,24.9,99,1,Toyota,Diesel,Manual,10.0,879296
1223,12.1,66,18,BMW,Petrol,Automatic,7.0,1045167
1069,27.0,233,15,Audi,Petrol,Automatic,,1181245
953,14.8,210,10,Tata,Petrol,Manual,4.0,737760
3461,27.7,270,3,Suzuki,CNG,Manual,4.0,710763
2550,24.8,145,5,Hyundai,Petrol,Manual,8.0,843305
1461,24.2,312,13,Audi,Petrol,Manual,8.0,1044928
2767,14.4,80,8,Hyundai,Petrol,Manual,7.0,672125
882,8.2,316,2,Hyundai,Petrol,Manual,6.0,673184
2249,15.6,92,9,Kia,Petrol,Automatic,,574123
2098,14.0,319,17,Tata,Diesel,Manual,5.0,909166
3131,8.7,293,18,Toyota,Petrol,Manual,5.0,527452
1779,18.1,62,13,Kia,Petrol,Manual,5.0,693550
3020,16.1,286,1,Hyundai,Petrol,Manual,6.0,1254916
2459,20.7,343,12,Toyota,Diesel,Manual,10.0,1173806
2198,20.4,129,20,Honda,CNG,Manual,10.0,439085
1432,10.4,313,20,BMW,Diesel,Automatic,7.0,1097086
2331,27.5,203,5,Hyundai,Diesel,Manual,5.0,821376
1586,11.7,83,8,Tata,Petrol,Automatic,4.0,683576
1197,16.9,293,15,BMW,Diesel,Manual,4.0,1096567
1943,17.8,234,3,Toyota,CNG,Manual,4.0,611180
1733,24.3,218,6,Hyundai,Petrol,Manual,,958901
2260,10.0,345,13,Audi,Petrol,Automatic,8.0,1887428
2652,16.6,77,12,Kia,CNG,Automatic,6.0,628969
3312,20.6,103,19,Tata,Diesel,Manual,5.0,657549
1085,12.3,214,18,Honda,Petrol,Manual,,342060
1064,20.5,290,1,Suzuki,CNG,Manual,,588620
3167,26.5,284,7,Honda,Petrol,Automatic,8.0,1369957
2936,28.0,276,12,Kia,Petrol,Manual,10.0,961348
2477,8.6,115,10,Hyundai,Diesel,Manual,4.0,667600
2026,12.7,90,12,Kia,Petrol,Manual,5.0,516633
1620,14.2,118,11,Tata,Diesel,Manual,10.0,607674
2562,16.0,294,4,Honda,Petrol,Automatic,6.0,1179744
3181,12.8,166,19,Suzuki,Petrol,Manual,,686393
3069,12.1,250,6,Audi,Petrol,Manual,7.0,1304960
840,27.1,77,9,BMW,Petrol,Manual,,857977
2531,26.4,285,20,Kia,Petrol,Manual,4.0,680016
867,8.9,226,10,Audi,CNG,Manual,8.0,862093
1787,14.8,130,5,Honda,Petrol,Automatic,8.0,886965
2599,16.1,113,13,Suzuki,Petrol,Manual,4.0,479847
3361,12.8,304,9,BMW,Petrol,Manual,5.0,1609558
2421,20.6,135,2,Tata,Diesel,Manual,10.0,928027
2455,20.8,94,18,Suzuki,Petrol,Automatic,4.0,535194
2078,25.0,326,1,Audi,Petrol,Manual,5.0,1234744
1494,22.8,180,12,Toyota,Petrol,Automatic,6.0,832745
3324,18.9,84,10,Toyota,Petrol,Manual,6.0,787693
1885,21.1,219,2,BMW,Petrol,Automatic,10.0,2131933
3279,13.5,143,9,Kia,Diesel,Manual,4.0,673895
2493,19.9,173,2,BMW,CNG,Manual,6.0,1241411
3115,17.8,282,14,BMW,Petrol,Manual,8.0,1534663
1858,10.7,225,11,Toyota,Diesel,Automatic,5.0,982614
1578,12.9,250,11,Audi,CNG,Automatic,7.0,916003
1293,13.8,234,17,Kia,CNG,Automatic,7.0,444326
2385,26.5,60,4,BMW,CNG,Automatic,6.0,1411334
2292,12.6,288,13,Toyota,Diesel,Manual,5.0,744880
2590,13.8,145,7,BMW,Petrol,Manual,8.0,1652523
1460,15.4,121,16,BMW,Petrol,Automatic,7.0,953048
2148,21.3,265,1,Kia,Petrol,Automatic,8.0,938170
2127,10.4,164,13,Kia,Diesel,Manual,8.0,834300
2099,27.1,350,1,Suzuki,Petrol,Manual,7.0,1116239
2786,25.3,309,11,BMW,Petrol,Manual,7.0,1633625
2844,19.5,72,6,Toyota,Petrol,Manual,6.0,1012007
2728,21.5,222,20,Audi,Diesel,Manual,10.0,1603898
2147,8.3,102,3,Toyota,Diesel,Manual,5.0,731820
1858,14.8,170,12,Toyota,Petrol,Manual,4.0,779374
1776,23.9,264,5,BMW,Petrol,Automatic,5.0,1357865
1281,9.5,315,9,Suzuki,Diesel,Automatic,,900498
1527,13.6,203,12,Hyundai,Petrol,Automatic,7.0,747419
3327,19.7,205,10,Tata,Petrol,Automatic,8.0,1161378
1831,13.1,223,19,Hyundai,Petrol,Manual,5.0,738186
1142,26.7,228,5,Hyundai,CNG,Automatic,8.0,868025
2247,10.6,292,5,Toyota,Petrol,Manual,5.0,981898
3179,23.9,330,9,BMW,Petrol,Automatic,10.0,2203242
3285,18.2,119,20,Kia,Diesel,Manual,9.0,767495
3021,23.0,294,17,Tata,Petrol,Automatic,5.0,821360
3406,14.2,224,10,Hyundai,Petrol,Manual,8.0,1182197
1326,18.3,253,1,Honda,Petrol,Manual,9.0,1207758
2696,25.1,293,16,Honda,CNG,Manual,6.0,759524
1458,17.3,242,15,Honda,Petrol,Manual,10.0,799141
2873,15.2,291,17,Audi,Diesel,Manual,7.0,1478253
1619,18.7,166,20,BMW,CNG,Manual,6.0,514347
3452,22.3,282,13,Toyota,Diesel,Automatic,6.0,1177797
1205,16.9,139,1,Toyota,Diesel,Manual,5.0,1040189
3079,26.8,293,8,BMW,Diesel,Manual,7.0,1747704
3380,13.9,243,5,Suzuki,CNG,Manual,,1116692
2373,17.5,244,6,Kia,CNG,Manual,9.0,977007
2611,23.1,193,20,Tata,CNG,Manual,5.0,560545
1304,21.8,279,14,Suzuki,Diesel,Manual,4.0,646228
978,25.3,347,11,Kia,Petrol,Automatic,5.0,605675
931,27.9,261,6,Audi,Petrol,Manual,9.0,1193684
2646,16.5,205,11,BMW,Petrol,Automatic,8.0,1866558
2278,10.2,186,13,Suzuki,CNG,Automatic,10.0,607432
3195,8.6,194,12,Tata,Diesel,Automatic,10.0,1220675
3387,22.5,173,2,Audi,Petrol,Manual,5.0,1378846
1571,25.5,323,3,Hyundai,Petrol,Manual,4.0,658354
2229,12.4,123,4,Hyundai,Petrol,Manual,5.0,1050321
2923,11.2,194,17,Audi,Petrol,Automatic,9.0,1472998
1378,9.2,100,6,Kia,Diesel,Manual,10.0,666961
2315,24.5,62,7,BMW,Petrol,Automatic,4.0,1486051
993,14.2,253,15,Hyundai,Petrol,Manual,7.0,773256
2807,16.0,169,11,BMW,Petrol,Manual,9.0,1592585
1985,18.1,280,3,Suzuki,Petrol,Manual,10.0,757950
3194,24.8,63,6,Hyundai,CNG,Manual,5.0,675426
2184,21.0,303,2,Tata,Petrol,Automatic,10.0,1131574
2592,20.3,225,14,Tata,CNG,Manual,4.0,685465
1910,11.5,85,9,Suzuki,Petrol,Manual,9.0,522632
3061,18.3,76,18,Tata,Petrol,Manual,7.0,612682
2736,22.3,275,19,BMW,Diesel,Manual,8.0,1507625
3420,27.5,151,12,Kia,Diesel,Manual,6.0,1058110
1579,12.0,90,13,BMW,Petrol,Manual,4.0,958233
1061,8.2,264,12,Kia,Petrol,Manual,8.0,417399
1529,9.5,266,12,Tata,Petrol,Manual,7.0,614458
1082,15.5,166,18,Honda,Diesel,Manual,8.0,460153
2290,24.4,205,9,Audi,Petrol,Manual,5.0,1310233
1161,8.1,160,17,Kia,Petrol,Manual,6.0,595743
1240,17.1,300,16,Toyota,Diesel,Automatic,4.0,779514
2940,14.6,306,17,Audi,Petrol,Automatic,9.0,1610387
2444,9.0,222,8,Tata,Petrol,Automatic,10.0,966728
1666,17.0,232,11,BMW,Petrol,Automatic,7.0,1441049
2247,13.1,94,2,Kia,CNG,Manual,6.0,585546
941,15.0,343,8,BMW,Petrol,Manual,7.0,1129069
2114,22.1,80,12,Audi,CNG,Manual,10.0,695593
2255,18.4,222,1,Kia,Petrol,Manual,8.0,1103077
2675,10.5,156,13,BMW,Diesel,Manual,7.0,1489263
2647,27.2,114,17,Suzuki,Petrol,Automatic,7.0,684940
2512,20.7,186,14,Hyundai,Petrol,Manual,8.0,944614
3500,23.3,252,14,BMW,Diesel,Manual,,1532200
1500,9.6,302,16,Kia,Diesel,Manual,10.0,516035
1797,8.9,147,17,Tata,Diesel,Manual,6.0,603950
